gameId,b_towerKills,b_baronKills,b_dragonKills,b_riftHeraldKills,r_towerKills,r_baronKills,r_dragonKills,r_riftHeraldKills,b_kills,b_deaths,b_assists,r_kills,r_deaths,r_assists,b_avgLevel,b_totalGold,b_totalVisionScore,b_totalDamageDealt,b_totalHeal,b_totalDamageTaken,r_avgLevel,r_totalGold,r_totalVisionScore,r_totalDamageDealt,r_totalHeal,r_totalDamageTaken,b_win,r_win
3423968032,1,1,3,0,9,1,1,2,22,34,31,34,22,48,14.2,51993,172,541813,28778,122087,15.2,63336,155,647787,35379,110704,0,1
3359791595,1,0,1,0,9,1,2,2,18,40,30,40,18,54,12.4,43860,102,429587,12208,90978,14.0,57097,106,574752,26708,91311,0,1
3406140113,11,1,5,0,8,1,1,1,37,28,68,28,37,42,17.6,76056,184,939796,61535,170547,16.8,72145,213,966104,48391,158109,1,0
3404073145,3,0,1,1,2,0,2,1,20,19,22,19,20,30,12.0,44017,85,453788,16324,73860,12.4,40061,99,421064,15829,66956,0,1
3409099763,4,0,2,0,9,1,4,0,13,24,15,24,13,41,15.2,57842,228,796914,50169,147186,16.8,64569,204,859385,62346,128688,0,1
3404885346,2,0,4,0,11,1,1,1,24,31,46,31,24,67,13.6,51865,118,497520,31964,124454,14.4,60241,178,658959,39041,101540,0,1
3400738789,10,1,2,1,3,0,2,0,35,19,43,19,35,20,15.2,57188,103,580937,27227,88558,13.6,47760,115,514741,17956,106679,1,0
3409986637,1,0,3,1,9,2,2,1,26,38,45,38,26,71,15.2,61741,156,760022,58635,152952,17.4,75240,229,920060,56222,152282,0,1
3415591932,3,1,1,1,4,0,2,0,31,21,41,21,31,26,13.2,48186,67,435624,31242,83639,12.2,43184,73,416289,17582,83292,1,0
3353513564,6,1,2,0,11,2,4,2,51,46,88,46,51,47,18.0,85893,202,1137181,71273,202104,17.8,81642,242,957666,79018,227801,1,0
3431459918,1,0,0,0,7,0,3,2,8,37,12,37,9,46,10.2,31350,45,268901,15750,88024,12.6,47290,97,454008,13292,46677,0,1
3428915974,0,0,0,0,9,0,2,1,21,37,32,37,21,36,12.0,41799,128,398007,25897,100397,13.2,53758,84,545798,26932,81567,0,1
3405845543,1,0,1,1,6,1,2,1,15,27,22,27,15,38,12.0,38980,96,372691,11732,75032,13.8,51460,109,510360,32734,83577,0,1
3427767030,5,1,4,0,6,2,1,1,44,44,62,44,44,77,16.6,70534,162,774002,45445,136874,17.4,78565,207,944564,51076,167117,0,1
3410380301,7,1,3,0,4,0,1,1,32,17,50,17,32,9,15.8,59624,166,687463,29603,100379,14.4,53547,149,729110,27970,113743,1,0
3407813900,10,0,4,1,3,0,0,0,39,22,40,21,41,14,14.0,54275,85,562227,31150,100705,12.4,43339,38,401111,18630,114809,1,0
3412536548,10,0,3,1,1,0,0,0,32,20,34,20,32,14,13.0,50081,80,442339,24612,80690,11.0,38455,47,279591,5488,74173,1,0
3408014190,4,0,1,0,11,1,4,2,40,47,44,47,41,60,16.0,65556,91,770972,37180,164337,16.4,70348,125,720965,20996,140371,0,1
3431464811,2,1,1,0,11,1,3,2,39,59,47,59,39,86,16.2,61837,89,682486,43196,189387,16.4,67749,92,634639,56242,173636,0,1
3402479658,9,1,3,0,8,1,3,1,61,43,117,43,61,62,18.0,82540,163,859462,21736,181698,17.4,75730,161,912328,52101,208178,1,0
3392895173,0,0,0,0,7,0,3,2,9,22,9,22,9,23,11.4,32098,64,321411,15711,67884,12.8,44977,65,521225,23800,65637,0,1
3400768747,11,1,4,1,1,0,0,0,46,10,39,10,46,15,14.8,58485,96,581448,43244,104459,13.4,38767,50,426614,6628,104895,1,0
3405878091,9,1,2,2,1,0,1,0,21,15,40,15,21,23,12.8,45282,74,401765,23732,62218,11.0,33399,74,328645,10490,67206,1,0
3391168080,11,3,3,0,4,0,3,1,43,43,87,42,43,67,17.2,76718,131,849714,36944,160436,17.0,78236,88,781687,42212,164401,1,0
3399233131,10,0,5,2,7,1,0,0,43,31,68,31,43,34,15.8,66364,95,655228,25309,129289,15.2,57156,162,621458,22861,125195,1,0
3417733763,9,2,3,0,10,0,3,1,50,26,55,26,50,24,18.0,75935,116,1002077,40949,141826,16.4,64906,162,851410,42875,167191,1,0
3308529716,4,0,0,0,9,1,4,0,18,44,18,44,18,92,11.6,39926,60,370494,9585,105324,13.8,52957,86,455163,21872,73153,0,1
3415831374,10,0,5,0,7,1,2,2,67,63,106,63,67,102,18.0,93356,176,1018191,56941,256201,18.0,90609,134,995583,56611,254971,1,0
3399850848,5,0,1,1,10,1,4,0,29,42,37,42,31,70,15.6,62273,92,699701,29068,167817,16.6,67043,145,851644,42034,150391,0,1
3392844458,9,0,5,0,5,0,1,1,37,24,51,24,37,32,16.6,64880,141,703575,37194,118036,14.8,55233,106,623119,24412,154576,1,0
3425656792,11,0,3,1,8,2,3,1,42,33,46,33,42,37,16.8,73791,138,1028223,51047,153355,15.8,64506,105,696634,31015,159199,1,0
3416707090,0,0,1,0,9,0,2,2,14,37,16,37,14,60,11.6,36181,86,328934,12276,86257,13.0,49778,58,423877,25667,79207,0,1
3395138840,2,0,3,0,10,1,2,2,29,44,31,44,29,45,14.2,51887,83,501950,23193,149661,14.8,60787,137,601883,21584,125705,0,1
3422866916,8,0,4,1,0,0,0,0,26,4,37,3,26,5,12.6,43676,94,434723,17998,61543,11.8,31146,73,327496,20248,92497,1,0
3425236098,8,0,3,1,7,0,1,0,22,17,40,17,22,18,13.8,50609,95,544842,28981,70265,13.6,48466,68,571426,20982,94228,1,0
3389743804,2,0,1,0,6,0,3,1,20,33,16,32,20,44,12.8,43015,107,418663,23274,95870,13.8,48309,75,449737,15550,73432,0,1
3431215597,0,0,0,0,9,1,4,2,15,16,10,16,15,16,12.2,36736,65,406661,9863,74477,13.8,46656,90,521018,22819,63255,0,1
3372088585,10,1,4,0,1,0,0,1,46,21,70,21,46,18,15.4,61792,113,624717,39943,121579,14.2,49030,55,500909,30180,150138,1,0
3397207042,4,0,1,1,11,1,4,1,23,27,36,27,23,30,14.6,52652,66,629138,37664,132110,15.2,59527,116,715922,54140,127854,0,1
3421645559,6,3,3,1,10,0,4,1,52,43,41,43,52,48,17.2,93185,231,1407517,50865,232251,17.4,84919,166,1142876,32287,232060,0,1
3424049816,8,1,3,0,5,0,1,1,24,32,39,32,25,34,14.4,53354,72,554612,29529,104552,14.2,54105,106,547276,30198,128111,1,0
3423369152,10,1,4,0,4,0,1,2,32,24,64,24,32,18,14.8,58367,83,610512,57236,117989,13.4,50459,101,559237,31651,111849,1,0
3430539542,9,0,4,0,1,0,0,1,32,9,51,9,32,16,14.0,52781,112,572913,31185,87479,12.8,40484,53,429956,20112,94648,1,0
3182393620,6,1,3,0,1,0,0,0,45,26,50,25,46,36,14.0,55939,83,450150,33821,101700,12.6,46267,69,370795,26420,116527,1,0
3305231326,1,0,1,1,8,0,3,1,16,33,18,33,16,58,11.2,37035,75,335373,20093,89140,12.6,48266,134,395546,19966,66401,0,1
3309969636,0,0,0,0,11,1,3,2,9,31,7,31,9,23,11.8,35567,75,412086,21081,86694,13.8,52024,117,575694,22914,70957,0,1
3399762550,6,1,3,0,9,1,3,1,50,46,93,46,50,65,17.2,76473,174,857000,87577,251088,17.4,79307,160,995199,123529,247983,0,1
3387879563,3,0,2,1,9,1,2,0,27,38,40,38,27,72,13.6,54014,170,571087,21983,122917,15.2,63142,152,637845,36907,128028,0,1
3381718257,0,0,0,0,9,0,3,2,11,28,17,28,11,34,10.6,32732,71,300927,27943,95281,12.4,46769,100,485390,16919,59227,0,1
3386888230,9,1,3,1,7,0,2,0,35,35,66,35,35,32,16.6,67700,128,760303,35582,126057,15.6,64787,142,783656,50023,143028,1,0
3423853963,9,1,5,1,7,0,0,0,40,34,64,34,40,54,17.0,70677,210,798267,53331,132369,15.4,61868,144,728031,39690,137260,1,0
3400500342,5,1,4,1,7,0,2,0,38,44,66,44,39,76,17.2,73895,184,917922,68545,182715,17.2,75472,200,889445,41310,150453,0,1
3362823866,3,0,1,0,9,1,2,2,21,26,33,25,21,25,12.8,46066,98,497388,25742,79993,13.6,51032,87,538945,21536,86668,0,1
3413456957,7,1,2,1,7,0,2,0,32,34,55,34,32,56,14.6,57375,147,544056,42482,128684,15.2,60039,134,592123,42604,121127,0,1
3425304203,1,0,0,0,11,0,4,1,18,29,25,29,18,42,13.2,44960,119,485088,17245,99433,14.4,55763,146,591231,19099,89994,0,1
3427102102,1,0,1,0,9,0,3,1,17,33,31,33,18,38,12.0,39514,53,353662,11583,86104,13.0,50598,109,516321,34593,89486,0,1
3366766681,8,0,2,1,2,0,0,0,32,14,49,14,32,15,12.6,51965,130,406702,16402,70022,11.4,39024,84,379304,15337,86460,1,0
3394045489,9,1,3,1,3,0,1,1,35,22,50,22,35,35,15.0,59459,125,638041,27144,95153,13.6,51941,106,550170,28619,122285,1,0
3414941997,0,0,0,0,10,1,4,1,9,36,14,36,9,47,11.2,35555,96,326676,9568,86371,13.2,52927,81,530420,31850,61960,0,1
3358155341,4,0,3,0,1,0,0,2,32,13,35,13,32,17,12.6,44438,73,419962,14954,57103,11.2,33577,83,324786,10259,70889,1,0
3393810833,9,1,3,0,2,0,1,1,41,28,49,28,41,46,16.0,69074,129,750477,27587,110761,15.2,54238,115,525703,22801,116960,1,0
3198897174,0,0,0,0,10,1,3,1,12,22,9,22,12,22,11.8,37341,59,435887,13327,71896,13.8,48724,74,527181,24248,92109,0,1
3221564301,8,0,3,0,3,0,0,0,34,17,41,17,34,17,14.6,52187,129,524742,26510,90857,13.2,44844,81,460833,26208,101040,1,0
3422609268,1,0,1,0,10,0,4,1,29,52,38,52,29,58,14.8,54678,67,554149,25981,136983,16.0,66646,94,648672,55945,149895,0,1
3340093790,1,0,1,0,9,1,2,2,12,29,11,29,12,34,12.2,38905,97,408880,23521,85673,13.8,51154,105,536780,21665,74294,0,1
3351516622,3,0,2,0,11,0,3,2,36,31,70,31,37,48,15.2,59935,149,609593,31996,122815,14.4,61342,176,652241,30909,140065,0,1
3321439448,11,2,2,1,1,0,2,0,53,35,63,35,53,60,16.6,72577,130,682068,42971,155034,15.0,56445,87,545014,15301,137059,1,0
3337350195,7,0,3,1,0,0,0,1,29,10,28,10,29,11,12.0,44711,72,374404,20125,58794,10.6,29082,54,258115,12647,78637,1,0
3367268167,11,1,3,1,3,0,0,0,46,22,69,22,46,29,16.0,64173,130,646166,39807,119572,14.4,53444,95,561003,27785,142498,1,0
3393369808,10,1,4,2,2,0,1,0,28,16,52,16,28,18,15.0,58259,154,592309,48324,97355,13.6,45191,104,509224,25163,95569,1,0
3417754189,1,0,2,0,11,1,2,2,11,25,23,25,11,34,12.6,40481,86,439450,17341,79117,14.0,53252,134,548245,32111,91176,0,1
3417812200,8,0,3,1,7,2,2,0,31,36,70,36,31,47,17.6,77429,153,1104380,61496,191269,17.2,76568,182,939294,39956,204695,1,0
3420650380,11,1,4,0,0,0,0,1,45,20,64,20,45,33,14.6,57803,104,530435,55574,127706,12.6,43717,65,425980,39115,138650,1,0
3414656735,2,0,1,0,10,1,3,1,27,49,28,49,27,59,13.2,48778,104,436285,23875,126175,15.2,63171,116,574187,26897,111357,0,1
3419775390,3,0,2,1,9,1,2,0,23,35,15,35,23,45,14.8,55851,121,698495,23944,126790,16.4,62612,147,669821,36462,115781,0,1
3410916612,10,0,2,1,1,0,1,1,34,14,37,14,35,15,13.8,50704,76,497641,10064,67015,12.4,39007,65,388567,10277,88164,1,0
3419356290,6,0,0,2,8,1,4,0,18,39,20,39,18,46,13.6,51013,115,484325,23110,123850,15.4,60331,132,625780,36064,108121,0,1
3423072099,5,0,2,2,10,1,3,0,28,34,38,34,28,55,14.6,59262,157,653865,39291,135065,16.4,67349,133,762649,33331,138642,0,1
3414275052,4,0,2,0,1,0,1,0,29,19,26,19,29,27,11.8,42812,74,337969,21620,72635,11.0,36710,72,321616,17570,81538,1,0
3346125514,8,1,3,0,5,0,3,2,39,41,57,41,39,51,16.6,69184,115,723155,40913,173953,16.2,67175,144,745900,52153,168903,1,0
3356398711,8,0,3,2,10,1,2,0,41,39,40,39,41,81,15.8,65971,141,736139,32858,157055,16.8,69211,126,780850,37231,165877,0,1
3424973762,11,1,3,1,5,0,2,1,45,40,70,40,46,63,16.4,70726,140,723565,40922,154294,15.8,63809,106,661356,63202,162370,1,0
3422982269,5,0,2,1,1,0,1,0,31,15,34,15,31,22,12.8,47346,132,419267,30424,83688,11.2,37845,78,329422,15110,79753,1,0
3362298844,0,0,0,0,11,0,4,2,14,27,17,27,14,34,12.4,37274,38,412025,11011,88632,13.2,48695,86,510205,22946,70404,0,1
3421332629,1,0,0,0,10,0,3,1,21,34,19,34,21,33,11.0,36533,64,283161,9429,75449,12.2,49607,82,515326,19831,70253,0,1
3419763753,2,0,0,0,11,0,4,1,27,37,28,37,27,50,14.2,52642,127,584373,26648,122064,15.8,62979,120,788236,32772,107475,0,1
3427522034,5,0,2,1,0,0,1,0,32,18,25,18,32,16,12.2,43932,73,392932,21479,77992,11.6,38471,52,354713,18022,81114,1,0
3415908110,8,0,3,0,3,0,0,2,28,11,31,11,28,6,12.8,45726,95,461705,25556,73003,12.2,38804,58,425673,14849,90746,1,0
3417674262,9,0,4,1,10,2,2,0,24,26,34,26,24,41,13.4,56658,184,655626,42452,123351,16.2,66873,119,799062,39485,109128,0,1
3323965748,3,0,1,1,10,1,2,1,17,24,16,24,18,30,12.6,41946,66,428895,20874,98367,14.2,50372,106,548254,22856,87435,0,1
3317755301,11,0,3,1,2,0,1,1,46,27,60,26,46,21,15.6,60450,93,587243,35424,102345,14.2,50205,115,554234,36009,134720,1,0
3384356655,8,0,3,2,7,2,3,0,34,45,62,45,34,85,17.2,72153,133,929923,76290,223419,18.0,80223,162,1041725,32332,174712,0,1
3431220523,8,0,3,0,2,0,1,1,28,21,41,20,28,31,13.0,49600,59,438627,30308,94997,11.8,39344,81,348506,14707,84991,1,0
3396292015,2,0,1,0,9,0,1,2,12,30,5,30,12,34,10.2,31210,57,312899,9009,71489,12.0,43500,61,344081,20020,63580,0,1
3429795356,1,0,2,0,8,1,2,2,15,40,18,40,15,49,12.4,42446,74,411353,15397,121287,14.2,53139,83,556510,46756,111724,0,1
3373980362,3,0,1,0,7,1,3,1,30,47,50,47,30,76,13.4,51962,67,504534,21662,142534,15.0,62788,89,591155,42093,136621,0,1
3376362170,4,1,4,1,3,0,0,0,28,22,45,22,28,45,14.2,53025,125,555127,33658,102013,13.2,45846,111,428421,21082,91750,1,0
3319897743,0,0,2,0,7,0,1,1,13,29,20,29,13,30,11.6,34753,69,336203,27704,87332,13.6,50482,73,482562,19307,69257,0,1
3405039037,3,0,0,1,10,1,5,1,35,38,64,38,35,60,15.2,57618,120,662914,24866,144752,16.0,65978,129,666053,40197,156567,0,1
3413901717,8,0,4,1,7,0,1,0,23,26,34,26,23,39,14.4,53586,80,624564,34492,117853,13.8,53068,91,536790,44081,116325,1,0
3397603271,7,1,4,0,8,2,3,1,43,36,74,36,43,35,18.0,80225,115,1043071,112206,223671,17.4,79906,203,1186142,39487,184231,1,0
3424056602,9,0,4,0,0,0,0,0,40,10,31,10,40,9,14.2,53605,100,561778,32559,79201,11.6,36304,74,335778,27575,94858,1,0
3416032901,9,0,3,2,2,0,1,0,37,25,49,24,37,37,15.8,63787,102,735987,51607,142189,14.6,50864,112,606761,32842,135458,1,0
3252321849,10,0,3,0,8,2,3,0,51,52,49,52,51,61,16.8,75990,127,919741,38433,168616,17.0,76612,138,742790,31271,191927,0,1
3418956078,0,0,0,0,6,1,4,2,12,27,13,27,12,44,11.2,34693,90,305786,13542,81516,13.0,48073,94,457321,19539,65032,0,1
3405889113,11,1,4,0,4,0,2,1,43,32,83,32,43,77,17.8,79350,125,950550,43583,159197,16.8,71641,164,893543,28687,153775,1,0
3428204852,0,0,0,0,6,0,2,1,16,33,20,33,17,33,10.6,31979,40,239395,11161,77751,11.4,46057,57,321323,15191,65291,0,1
3419966406,5,0,3,1,10,2,3,1,34,41,49,41,34,76,16.4,68693,176,884164,44661,177857,16.8,74613,229,781100,41447,147668,0,1
3426187822,10,0,2,1,0,0,1,0,33,14,31,14,33,22,12.8,47265,109,458086,36808,77059,11.6,35344,78,344485,14721,91646,1,0
3373935488,4,0,1,0,9,1,3,0,30,31,41,31,31,55,13.6,51965,107,497868,54538,126102,14.6,57810,123,599417,33419,125627,0,1
3390111635,0,0,0,0,6,0,3,1,10,21,11,21,11,25,10.6,30998,51,267052,14224,68621,11.8,40825,64,368039,15785,52541,0,1
3413791007,0,0,1,0,6,0,1,1,14,30,17,30,14,24,10.8,33337,58,318543,13530,70883,12.4,43869,72,395789,14447,63267,0,1
3414611738,3,0,1,2,5,1,4,0,37,37,37,37,37,32,14.8,55645,128,556155,45849,134811,16.0,61242,110,661341,28506,124887,0,1
3423242735,7,0,2,1,4,0,2,0,34,29,62,29,34,33,13.8,52379,94,446381,25296,97213,13.4,49427,92,502871,29870,112914,1,0
3298064897,1,0,0,0,2,0,2,1,10,19,8,19,10,31,9.8,29028,69,239169,9249,56841,10.8,34318,58,316232,11579,49211,0,1
3420044094,5,0,1,2,9,1,4,0,15,34,28,34,15,56,13.6,49889,120,589960,22280,123913,15.6,61095,98,614638,47174,109805,0,1
3428156260,4,0,2,2,10,1,5,0,25,40,43,40,25,59,16.4,63975,97,747637,50382,165288,17.8,74447,140,956304,45571,154802,0,1
3414538343,2,0,0,0,6,0,3,2,12,27,22,27,13,30,11.0,34158,55,299264,11035,63258,12.0,42510,81,349715,22616,71173,0,1
3327561932,8,0,2,0,3,0,1,2,36,30,67,30,36,33,14.4,56084,101,515587,25951,99442,13.0,47804,95,432274,22444,103642,1,0
3410190641,1,0,2,1,6,0,2,1,20,37,27,37,20,35,12.8,46414,100,481929,21394,97043,14.0,54808,125,579111,34393,104155,0,1
3422898647,5,0,0,1,10,1,5,0,25,35,40,35,25,35,14.4,53254,109,600442,27763,115539,15.8,63290,141,711063,34606,110793,0,1
2793209090,11,1,4,1,3,0,0,0,50,24,50,24,50,23,16.2,69822,131,712949,23873,103011,14.6,50930,80,710840,12067,109622,1,0
3396939943,2,0,2,1,11,1,3,0,17,34,25,33,17,55,14.4,51747,115,570224,27397,125499,15.8,64793,165,794239,43700,96400,0,1
3378994559,8,0,4,1,2,0,0,1,34,23,50,23,34,27,14.0,58222,176,654679,42901,105698,13.2,48707,124,395247,15206,103134,1,0
3370826449,2,0,1,0,6,1,2,1,14,36,14,36,14,40,12.6,39656,97,395804,14126,92382,13.6,52618,103,529701,17957,66282,0,1
3430503646,2,0,0,0,8,0,4,1,16,34,20,34,16,44,11.8,43242,93,397939,10210,86811,13.2,49791,116,461983,27163,84385,0,1
3418325505,4,1,4,0,10,2,2,1,44,52,71,52,44,82,17.6,75734,229,927273,55264,204288,17.8,81325,200,976083,32968,194725,0,1
3412666538,2,0,1,0,7,0,4,2,35,39,38,39,35,64,15.6,64318,177,817045,52398,149982,16.4,68654,257,784778,62518,169711,0,1
3342594128,0,0,1,0,11,0,2,0,9,30,10,29,9,27,10.8,31674,67,275197,19858,73098,12.6,47449,88,458049,21333,64735,0,1
3391427019,4,0,2,0,0,0,1,1,29,9,32,9,29,9,12.2,43193,72,412644,21731,57067,10.4,31463,72,302663,8659,70021,1,0
3421081745,3,0,1,0,8,0,4,1,37,38,74,38,37,69,16.4,64547,160,719904,81002,193307,16.8,70836,183,892239,36199,160652,0,1
3433632108,0,0,0,0,9,0,3,1,16,37,21,37,16,36,11.8,36303,69,294449,21543,86252,12.6,50666,133,394638,31683,84444,0,1
3403727730,5,0,1,0,6,1,3,2,32,37,55,37,32,65,13.2,52525,107,505854,27564,111450,13.6,54505,127,440980,28335,120673,0,1
3431734076,5,0,3,0,8,1,2,2,32,41,50,41,32,82,15.6,64235,225,777092,34181,150760,16.6,72395,219,798586,57898,136204,0,1
3418625543,1,0,0,0,11,1,3,1,23,32,26,32,23,38,14.2,47113,79,488077,23513,103293,14.6,57272,110,588547,28422,107383,0,1
3323932708,7,0,2,0,3,0,2,1,42,21,68,21,42,24,16.0,60070,111,620151,35803,104746,14.4,51189,90,582713,32935,127842,1,0
3428597602,4,0,3,0,1,0,0,2,19,7,29,7,19,8,12.8,45847,121,831516,9820,38061,11.6,36558,111,426891,14724,70303,1,0
3426669249,11,0,2,2,1,0,1,0,29,18,46,18,29,23,13.8,54316,123,584626,38929,88986,13.0,44377,106,497054,18515,95339,1,0
3050888176,11,1,2,0,3,1,2,1,36,28,43,28,36,43,14.8,61668,129,636631,25181,111211,14.4,54846,115,598045,32551,121960,1,0
3264783906,11,1,3,1,2,0,2,0,38,22,67,22,38,34,15.2,64646,151,655756,27782,113937,14.4,52778,136,598129,25534,145383,1,0
3320048778,3,0,2,1,7,2,2,1,33,38,48,38,33,60,15.2,59585,136,645547,32775,135562,16.2,66816,173,680203,40665,129853,0,1
3346882146,10,1,3,2,1,0,1,0,33,17,36,16,34,25,14.0,54960,126,507644,15399,79676,12.6,43269,81,423085,19604,105656,1,0
3428564650,8,1,2,0,1,0,1,0,35,13,52,13,35,25,14.6,55496,113,940639,20627,69187,12.8,42361,112,437554,22056,113599,1,0
3409570401,11,1,4,2,1,0,0,0,36,24,41,24,36,35,15.2,61675,110,691665,61554,125685,14.0,50252,134,538593,31228,118533,1,0
3409892333,2,0,0,1,7,1,2,1,12,27,15,27,12,52,11.6,37123,72,376393,15978,82095,13.4,46861,97,440277,49243,75873,0,1
3353407170,5,1,4,1,1,0,0,0,22,11,39,11,22,11,13.4,49478,146,527089,30888,76693,12.0,40280,77,399476,29935,73927,1,0
3389090210,3,0,2,0,10,0,1,1,21,38,27,38,21,61,12.6,45632,100,434692,20873,108494,13.8,54641,110,469590,19890,74969,0,1
3410935150,4,0,3,1,9,2,3,0,23,25,44,25,23,39,16.6,66454,214,921540,47719,158941,17.0,71844,196,1006094,60836,155850,0,1
3403021753,4,0,3,0,1,0,0,2,24,7,35,7,24,7,12.0,40672,96,363801,18534,61200,10.8,32803,57,341742,24110,69225,1,0
3350736684,11,0,3,2,0,0,0,0,25,9,42,9,25,13,12.4,45963,82,395637,18557,58083,11.2,32879,59,311517,27353,78757,1,0
3202061596,9,0,2,0,0,0,1,1,23,16,43,15,23,28,11.8,43514,100,393488,12838,67594,10.8,35256,83,269621,9254,71999,1,0
3357244040,4,0,0,2,8,1,4,0,15,28,20,28,15,45,13.2,46344,128,517601,17277,100144,15.0,54490,125,564564,33209,106249,0,1
3427254919,9,1,4,0,3,0,0,1,45,38,57,38,45,54,16.2,67985,166,753375,33847,130011,14.8,59935,152,497848,31300,147563,1,0
3410679153,0,0,0,0,10,0,2,2,8,22,9,22,9,12,9.8,27693,22,226642,6237,52028,11.0,40825,56,378432,15457,52984,0,1
3374872523,2,0,3,1,7,1,1,1,25,35,31,35,25,60,13.4,50424,115,488617,37785,120386,14.6,57644,126,551900,62511,113814,0,1
3356702952,0,0,0,0,6,0,3,0,19,23,16,23,19,41,10.6,33528,33,282063,12317,64011,12.6,46655,92,400427,23773,77013,0,1
3394797459,11,0,3,2,1,0,0,0,33,13,23,13,33,18,11.8,46614,73,480077,20299,64864,11.0,32775,32,255391,8981,72824,1,0
3323817534,9,0,1,2,2,0,1,0,36,11,33,11,36,11,12.2,42685,60,403743,26876,71442,10.0,29870,45,227782,8611,81753,1,0
3322664727,5,1,4,1,10,1,3,0,31,49,62,49,31,67,16.6,69051,130,770162,58907,200079,18.0,82370,165,1041981,60425,154012,0,1
3394332006,9,1,3,1,2,0,1,1,33,17,49,16,33,18,14.0,50945,106,508674,21901,114207,13.0,46468,101,448428,20294,105366,1,0
3393670915,8,0,3,2,2,0,0,0,31,16,34,16,31,28,13.6,51687,100,539780,27478,81335,12.6,42455,89,463461,19675,93094,1,0
3421928753,9,1,3,1,3,0,2,0,43,42,69,41,43,67,15.2,64214,125,618888,51201,147030,14.8,60107,111,599236,46891,152394,1,0
3424407443,11,0,4,2,2,1,0,0,34,28,59,28,34,46,15.0,61461,155,625062,39780,121648,14.0,53297,155,514223,29834,117135,1,0
3430283519,3,0,3,1,5,1,1,0,17,31,18,31,17,51,13.0,46102,129,504743,23993,88828,14.4,55295,133,545466,24859,87269,0,1
3396252297,11,1,3,2,0,0,1,0,27,14,36,14,28,29,13.6,52123,113,481400,20307,71431,13.0,41775,74,511229,12290,90460,1,0
3405192294,11,1,2,2,2,0,2,0,30,11,43,11,30,12,14.6,54379,129,604748,21252,80789,12.8,40806,59,405339,18009,94905,1,0
3429184584,10,2,4,1,8,0,2,0,39,33,79,33,39,63,17.6,76838,174,951527,101148,201594,16.8,72857,211,920049,39891,178442,1,0
3429122945,11,0,3,2,1,0,0,0,33,11,35,11,33,15,13.4,53405,95,477647,35834,78063,11.4,35474,61,355069,14143,87349,1,0
3411179298,6,0,2,0,8,1,3,1,32,35,41,35,33,46,15.0,60287,152,667196,42160,125858,15.6,62800,120,670675,34637,133943,0,1
3434028776,0,0,0,0,10,1,4,1,8,29,15,29,8,58,12.6,39708,110,485145,18819,119472,14.4,52760,119,567121,29505,92658,0,1
3386736571,7,1,4,0,5,0,0,2,40,24,77,23,40,34,15.2,61099,156,583329,46855,110819,13.8,53257,119,542648,44612,147303,1,0
3392203510,7,1,4,0,7,1,2,2,39,39,74,39,39,47,16.8,72879,154,863848,20558,127086,16.2,76244,160,923073,44486,153387,1,0
3396815779,5,0,2,1,1,0,1,1,35,12,42,12,35,17,12.8,46492,64,391428,31525,76749,11.2,36489,73,342864,19239,100296,1,0
3340618461,0,0,1,0,11,0,2,1,28,40,37,40,28,66,10.4,40761,35,292996,21847,106344,12.8,53308,77,414994,20262,93748,0,1
3038664196,1,0,1,0,8,0,2,1,21,34,20,34,21,41,11.8,39743,87,358404,12276,79620,13.2,49697,110,439971,34938,95971,0,1
3317544269,11,1,0,2,1,0,3,0,37,16,81,16,38,19,14.0,53239,97,674368,28197,83181,12.4,40999,95,433865,32222,104112,1,0
3260596464,5,0,3,1,9,1,1,0,33,32,33,32,33,39,14.8,57873,143,671971,24140,119674,15.8,62861,109,739939,38864,131816,0,1
3418887449,2,1,0,0,8,0,4,1,25,34,42,33,25,52,13.8,51765,110,540900,34817,120058,14.2,57140,124,577658,38134,114364,0,1
3399285504,3,0,0,0,11,1,4,1,21,31,35,31,22,36,14.2,48493,153,587944,34028,108011,15.4,60042,148,743161,47702,130671,0,1
3402082586,9,1,4,0,10,2,2,1,44,41,55,41,44,68,17.2,78019,159,1015294,53615,190331,17.4,76935,229,949835,44546,204853,1,0
3390278646,7,0,2,1,4,2,4,0,40,54,69,54,40,102,15.8,70353,199,885935,20144,153606,17.4,78517,174,778827,65045,180133,0,1
3184721092,6,0,0,1,9,1,3,0,36,43,40,43,37,59,14.2,62063,114,527792,24794,127973,15.4,64201,125,634230,35272,116723,0,1
3309363711,7,0,4,0,11,3,3,0,61,50,88,49,62,37,18.0,95812,211,1408232,45232,216388,18.0,99451,274,1385756,40945,235916,1,0
3310181276,11,1,4,2,1,0,0,0,35,15,34,15,35,16,15.2,58361,148,668122,25263,82712,13.8,45216,78,500751,14912,101411,1,0
3433243492,2,0,1,2,9,0,4,0,28,59,38,59,28,83,14.6,51324,109,484483,21252,150810,15.8,67582,118,643138,49779,130348,0,1
3377581628,11,0,2,1,1,0,1,0,26,12,26,12,26,10,12.6,47675,77,493482,27950,73351,11.8,35748,50,350650,12529,83966,1,0
3385162529,8,2,2,2,8,1,5,0,37,36,93,35,37,87,16.8,77197,196,894553,54317,184078,17.6,80880,186,1036528,51501,191090,0,1
3405536348,2,0,0,0,11,1,4,2,20,56,27,56,20,63,12.4,43111,68,403074,10974,120293,14.6,66448,82,513604,42996,108537,0,1
