gameId,b_summoner1_lane,b_summoner1_championId,b_summoner1_kills,b_summoner1_deaths,b_summoner1_assists,b_summoner1_totalDamageDealt,b_summoner1_totalHeal,b_summoner1_visionScore,b_summoner1_totalDamageTaken,b_summoner1_goldEarned,b_summoner1_champLevel,b_summoner2_lane,b_summoner2_championId,b_summoner2_kills,b_summoner2_deaths,b_summoner2_assists,b_summoner2_totalDamageDealt,b_summoner2_totalHeal,b_summoner2_visionScore,b_summoner2_totalDamageTaken,b_summoner2_goldEarned,b_summoner2_champLevel,b_summoner3_lane,b_summoner3_championId,b_summoner3_kills,b_summoner3_deaths,b_summoner3_assists,b_summoner3_totalDamageDealt,b_summoner3_totalHeal,b_summoner3_visionScore,b_summoner3_totalDamageTaken,b_summoner3_goldEarned,b_summoner3_champLevel,b_summoner4_lane,b_summoner4_championId,b_summoner4_kills,b_summoner4_deaths,b_summoner4_assists,b_summoner4_totalDamageDealt,b_summoner4_totalHeal,b_summoner4_visionScore,b_summoner4_totalDamageTaken,b_summoner4_goldEarned,b_summoner4_champLevel,b_summoner5_lane,b_summoner5_championId,b_summoner5_kills,b_summoner5_deaths,b_summoner5_assists,b_summoner5_totalDamageDealt,b_summoner5_totalHeal,b_summoner5_visionScore,b_summoner5_totalDamageTaken,b_summoner5_goldEarned,b_summoner5_champLevel
3428648392,MIDDLE,Talon,10,2,7,195401,1863,21,15244,15542,17,JUNGLE,Mordekaiser,8,7,0,154172,8936,19,31679,13176,17,BOTTOM,Sivir,0,5,11,196714,2813,20,15233,11503,15,BOTTOM,Senna,2,3,13,35865,11095,85,9270,9455,14,JUNGLE,Warwick,4,5,7,120547,12803,33,29815,11521,14
3413991197,MIDDLE,Katarina,2,6,5,42394,906,8,12032,6102,10,JUNGLE,Shaco,7,7,1,54570,1862,12,15792,7336,9,TOP,Renekton,0,6,0,59041,2197,10,15043,4964,12,BOTTOM,Varus,2,3,3,95152,500,13,7828,8608,12,BOTTOM,Pyke,2,3,3,28827,1830,29,9340,6754,11
3424619223,TOP,Pantheon,5,9,7,149600,12418,19,34203,13363,18,BOTTOM,Lulu,3,5,32,30214,5368,69,15540,12248,16,JUNGLE,MonkeyKing,7,7,14,147793,12553,19,30912,13155,16,BOTTOM,Jhin,15,5,12,230872,8497,30,25882,17713,17,MIDDLE,Swain,17,1,10,149567,17741,24,33206,15674,18
3426158336,BOTTOM,Ashe,2,6,9,109571,3330,11,18947,9562,14,BOTTOM,Nautilus,4,5,8,23751,1741,42,17383,7646,12,TOP,Sion,5,7,10,122722,3078,8,38368,10650,15,JUNGLE,Amumu,7,8,12,114456,5382,26,28876,10339,13,MIDDLE,Katarina,8,6,6,71261,3425,16,18390,10041,14
3422937144,JUNGLE,XinZhao,1,6,6,122660,13972,11,27062,7913,13,BOTTOM,Maokai,4,4,7,35619,3787,37,15819,7532,12,BOTTOM,Twitch,4,5,4,103995,1239,15,13610,10228,12,MIDDLE,Viktor,1,10,3,65535,946,11,17066,6906,11,TOP,Garen,6,8,2,99302,2853,11,26172,10919,14
3423220455,TOP,Maokai,7,6,22,188913,17668,22,47240,15236,18,JUNGLE,Warwick,20,7,11,292051,25334,29,56822,20894,18,BOTTOM,Ezreal,10,7,15,297073,3936,23,26227,17589,18,MIDDLE,Ahri,9,6,13,173014,5843,22,24568,14080,18,BOTTOM,Bard,1,10,20,117001,5746,15,25683,11817,18
3383432511,TOP,Fizz,10,5,9,134574,3285,17,28513,13638,17,BOTTOM,Jinx,9,6,14,168248,2526,25,16357,14186,15,JUNGLE,Fiddlesticks,9,2,11,183528,19403,82,32906,13076,16,TOP,Renekton,12,3,9,178549,10575,28,32718,15654,17,BOTTOM,Thresh,0,4,13,17731,3634,48,18342,7366,13
3430271263,MIDDLE,Galio,2,3,11,102181,1701,24,17220,9206,14,TOP,Sett,5,4,9,137939,4488,20,31457,12074,16,BOTTOM,Janna,4,2,11,24846,5706,48,7732,8808,12,BOTTOM,Caitlyn,2,2,6,139038,2179,26,8377,11025,14,JUNGLE,Graves,7,2,5,211232,7069,23,18802,12708,15
3362145330,MIDDLE,Velkoz,3,3,11,103200,0,12,10370,8343,13,BOTTOM,Caitlyn,7,1,5,111664,1642,15,7340,9948,12,TOP,Jax,8,4,5,108691,5745,12,19891,11701,15,JUNGLE,Garen,10,1,1,165477,7036,16,19374,11140,14,BOTTOM,Janna,2,0,14,22927,4946,48,4006,7451,12
3414705242,JUNGLE,Vayne,5,7,4,94215,3009,35,24088,10285,15,BOTTOM,Annie,3,11,5,38673,1402,31,21482,7162,12,BOTTOM,Jhin,4,4,7,140376,3956,12,16516,10757,14,JUNGLE,Ekko,11,10,4,143075,12731,40,41240,12154,14,MIDDLE,Velkoz,3,6,8,112870,1915,17,16411,9047,15
3392455069,BOTTOM,Galio,3,0,6,44278,3220,28,10481,7381,12,MIDDLE,Leblanc,5,3,7,78301,4904,25,17402,8982,14,BOTTOM,Vayne,6,3,9,87822,3525,26,14361,11239,13,TOP,Malphite,8,4,6,111183,3466,12,17068,10959,15,JUNGLE,Hecarim,12,0,7,187538,15271,13,27435,13503,15
3378870001,BOTTOM,Thresh,2,6,3,15201,508,33,15664,6330,11,MIDDLE,Yasuo,1,8,3,76624,1685,13,17196,7301,13,TOP,Mordekaiser,5,6,5,112689,7466,11,27794,10449,15,BOTTOM,Sivir,5,5,5,160926,1801,14,16456,12039,14,JUNGLE,MasterYi,3,2,1,131086,9124,19,17294,8807,13
3380858292,BOTTOM,KogMaw,4,4,8,89801,2536,6,12306,9470,12,BOTTOM,Soraka,1,3,20,23072,17699,38,7109,7587,13,JUNGLE,Udyr,2,3,3,178788,11942,21,24224,9363,14,MIDDLE,Katarina,17,2,9,141089,12339,15,31859,15221,15,TOP,Mordekaiser,12,5,5,65143,2321,11,17307,9696,14
3419464998,MIDDLE,Veigar,6,10,7,115986,1808,20,31254,12878,16,JUNGLE,Jax,5,13,10,134700,9565,13,41352,12277,16,BOTTOM,Soraka,2,22,16,17830,20145,6,42084,9750,16,TOP,Yorick,11,7,7,317303,19121,10,55585,20715,18,BOTTOM,Lucian,16,17,8,263808,3458,11,47029,18266,17
3429271053,MIDDLE,Pyke,11,7,3,84091,5915,17,26625,13801,14,JUNGLE,XinZhao,2,10,3,106165,13567,16,34702,9032,12,BOTTOM,Soraka,1,5,7,42192,14472,11,11624,7768,13,TOP,Garen,2,4,1,67307,1353,7,26117,7499,13,BOTTOM,Lucian,1,12,1,61744,764,2,18363,6366,11
3428195366,JUNGLE,LeeSin,2,3,0,58147,4105,12,13244,5889,9,BOTTOM,Karma,4,5,8,33067,580,15,9286,7977,11,BOTTOM,Caitlyn,6,7,4,103189,2773,8,15748,10085,12,MIDDLE,Ahri,1,7,6,62328,886,10,15799,6960,13,TOP,Garen,5,5,2,71451,889,21,21990,8136,14
3424799920,TOP,Ornn,2,2,5,69048,261,10,12537,6971,14,BOTTOM,Varus,4,2,2,80402,1625,16,8547,7909,11,JUNGLE,MasterYi,13,5,4,165889,13010,15,25939,11643,14,TOP,Ekko,3,0,9,105308,6923,22,15559,9305,14,BOTTOM,Blitzcrank,2,3,3,12739,176,11,11938,5271,10
3431567831,BOTTOM,Pyke,9,7,10,32717,4829,14,25006,12891,13,MIDDLE,Akali,9,10,6,73613,5980,25,26903,10614,14,TOP,Volibear,8,10,7,110791,1389,13,45853,11653,14,JUNGLE,Amumu,4,7,12,133368,6631,21,30242,9841,14,BOTTOM,Ashe,9,9,8,88198,2762,10,23151,12279,13
3115257865,BOTTOM,Lux,7,12,15,75737,2814,4,21249,11115,14,BOTTOM,Draven,10,14,9,197211,1207,11,32218,15907,16,JUNGLE,Warwick,9,9,9,182392,22191,26,57870,14751,16,TOP,Kennen,5,6,7,129078,2529,18,24643,11237,16,MIDDLE,Yasuo,5,7,4,170840,6918,19,26624,12183,16
2915749646,BOTTOM,Tristana,4,4,6,89028,1792,17,14832,8801,12,BOTTOM,Morgana,1,3,7,28739,563,23,8469,7043,13,MIDDLE,Irelia,20,7,4,152324,5680,18,30482,15295,15,JUNGLE,Vi,11,5,5,152553,8579,14,19904,12092,15,JUNGLE,Rumble,11,3,4,112507,569,14,16619,11335,15
3112732060,MIDDLE,Ekko,8,8,10,167294,11714,25,32868,14698,17,JUNGLE,Nocturne,11,6,9,229100,12604,41,33477,16484,18,TOP,Singed,7,8,10,149622,2166,29,32932,14303,18,BOTTOM,Vayne,11,7,11,122793,7214,17,27456,15795,17,BOTTOM,Pyke,6,10,12,36866,6973,48,26117,10835,15
3113751935,JUNGLE,Nasus,9,3,4,287667,11334,19,42427,14924,17,TOP,Garen,10,7,5,176596,770,11,37089,13479,16,MIDDLE,Syndra,4,5,10,128775,3110,15,14799,10692,15,BOTTOM,Thresh,1,9,17,19339,689,57,21259,9165,14,BOTTOM,Ezreal,13,6,7,112279,4585,9,17079,14195,14
3329767495,BOTTOM,Leona,4,6,16,32473,753,50,22493,10562,15,JUNGLE,Graves,10,8,5,250908,11013,26,32786,14745,17,BOTTOM,Vayne,12,5,9,153400,2527,22,17704,15789,16,MIDDLE,MonkeyKing,8,6,3,136977,977,18,20866,13120,17,TOP,Jax,3,3,8,205591,4358,24,27860,13048,17
3425376632,BOTTOM,Draven,0,5,1,61391,1091,8,14587,6098,11,MIDDLE,Annie,1,3,1,63735,0,9,7317,5984,12,BOTTOM,Rakan,0,5,1,11750,676,28,7668,4167,9,TOP,Fiora,0,6,2,79840,1796,6,16016,6586,12,JUNGLE,XinZhao,5,4,1,121008,13724,22,24324,7913,11
3386978420,BOTTOM,Pyke,4,4,9,28026,5619,61,16823,9749,13,TOP,Garen,7,6,7,146940,5321,34,31903,12049,16,BOTTOM,Caitlyn,3,4,12,213630,4363,16,18086,13287,15,MIDDLE,Ekko,6,5,4,99371,2772,12,17178,9710,14,JUNGLE,Warwick,2,6,10,150623,19458,18,38854,9473,14
3404223084,BOTTOM,Sett,7,8,21,50422,2462,72,29332,11832,16,JUNGLE,Trundle,5,8,13,227785,19602,24,43267,14061,17,BOTTOM,MissFortune,15,5,11,203542,2776,39,19916,18219,16,MIDDLE,Kassadin,15,6,13,157844,18482,28,41989,16758,18,TOP,Chogath,9,9,15,149408,6650,28,42501,13671,17
3433513604,JUNGLE,Elise,2,12,6,132324,6961,47,27037,9819,14,TOP,Garen,3,5,4,145587,6476,17,33022,12206,16,MIDDLE,Talon,6,8,5,142644,6880,16,25846,12620,15,BOTTOM,Velkoz,6,8,9,70304,1089,59,19280,10551,14,BOTTOM,MissFortune,8,3,11,223452,3705,25,20128,15609,17
3326728584,JUNGLE,Warwick,4,8,4,108390,14455,18,33100,8792,12,BOTTOM,Lux,5,4,5,63602,402,42,14187,8136,12,BOTTOM,Kaisa,3,5,5,164722,2178,3,17801,10434,14,MIDDLE,Syndra,2,2,1,86038,1018,19,9672,8258,12,TOP,Mordekaiser,1,9,0,38739,1325,14,18424,6138,12
3426687281,TOP,Shen,2,2,17,95963,10064,34,27808,10039,16,BOTTOM,Zac,5,2,18,54064,16376,32,20178,9289,13,BOTTOM,Ezreal,5,3,6,63213,1436,15,9691,9026,14,JUNGLE,Hecarim,25,2,13,162034,25978,21,41433,16949,15,MIDDLE,Zed,11,2,17,126481,3082,31,13652,12289,15
3426976674,TOP,Poppy,6,13,19,106569,2101,19,39221,12736,17,MIDDLE,Sylas,18,14,15,250844,7529,28,50697,19561,18,BOTTOM,Nautilus,7,13,24,73031,2381,40,47862,12474,18,JUNGLE,LeeSin,13,9,20,237416,23775,18,56709,17508,18,BOTTOM,MissFortune,13,13,19,193071,7242,34,39389,16891,18
3388138183,MIDDLE,Talon,5,5,5,69578,1849,6,14882,8087,13,BOTTOM,Nami,2,3,10,12713,6431,44,6779,6948,12,BOTTOM,MissFortune,8,2,6,142668,606,26,11979,12065,15,TOP,Teemo,2,2,9,84344,2451,13,12088,8893,14,JUNGLE,Trundle,11,2,5,155954,16528,26,28655,12339,15
3429719588,BOTTOM,Senna,6,0,8,26119,9101,17,7188,8783,13,MIDDLE,Renekton,1,3,2,115990,3323,13,21144,8565,13,TOP,Teemo,3,3,6,100030,359,16,13099,8639,14,BOTTOM,Jhin,10,1,5,190714,735,10,10064,13335,15,JUNGLE,Udyr,5,1,5,134951,9748,24,21376,10522,15
3408119780,JUNGLE,Nocturne,13,8,6,304689,9211,48,51798,18704,18,BOTTOM,Morgana,5,16,11,53168,3034,56,34840,12672,16,BOTTOM,MissFortune,11,11,12,183488,3636,19,36232,16695,18,MIDDLE,Xerath,12,6,12,205687,2583,21,22862,16261,18,JUNGLE,Graves,12,16,11,316252,16276,29,55722,18776,18
3427172034,MIDDLE,Leblanc,24,2,4,170970,2418,22,16731,18674,18,JUNGLE,Jax,6,2,2,249915,15097,21,28970,14159,17,BOTTOM,Aphelios,5,8,7,83065,2976,14,16556,9998,15,TOP,Teemo,1,6,2,85045,2988,12,23455,8481,15,BOTTOM,Annie,5,8,14,57430,3159,29,24141,10796,15
3433604933,JUNGLE,Amumu,6,5,6,99678,10789,19,27827,9477,12,TOP,Yasuo,5,6,4,126577,2447,12,17728,9542,14,TOP,Teemo,1,3,0,82496,525,3,9709,6950,13,BOTTOM,Soraka,1,5,6,9724,10876,21,8178,4919,10,BOTTOM,Ashe,1,5,6,56863,1816,15,13399,6745,11
3385348400,BOTTOM,Ezreal,6,1,5,74989,1711,1,6310,9239,12,MIDDLE,Lux,1,5,8,35964,433,15,7415,6461,10,TOP,TahmKench,2,3,2,69131,4376,5,14645,7595,12,MIDDLE,Orianna,4,3,5,79303,260,20,8377,7834,13,JUNGLE,Shaco,5,1,4,103955,5296,21,13407,8576,11
3354699251,JUNGLE,Olaf,2,0,3,151666,10080,18,20071,9199,13,MIDDLE,Zed,5,5,3,91878,1383,7,15086,9565,13,TOP,Quinn,5,5,0,75950,1245,10,11388,8761,13,BOTTOM,Nami,4,0,9,11580,9828,31,7684,7774,12,BOTTOM,Draven,6,0,7,133543,2197,13,10851,12272,13
3416790077,JUNGLE,Zac,5,8,19,110145,25676,18,36633,10240,14,BOTTOM,Vayne,12,11,8,95566,3151,18,25328,14008,15,JUNGLE,DrMundo,18,12,10,90795,5529,7,55013,14893,15,MIDDLE,Ryze,5,9,9,166779,6919,17,27630,11033,16,BOTTOM,Thresh,2,14,22,19399,1011,31,25791,7738,13
3416840192,TOP,Yorick,2,11,2,62613,3109,8,24069,6467,11,MIDDLE,Orianna,3,5,5,76347,200,17,12943,8147,13,BOTTOM,Pyke,3,7,3,22520,2116,12,13125,6630,10,JUNGLE,Rengar,4,7,4,95414,7392,12,21916,8705,11,BOTTOM,Jhin,1,8,6,60396,1274,3,11715,6816,11
3199885915,BOTTOM,Morgana,0,5,3,18583,919,32,9972,5373,9,TOP,Garen,5,5,0,97534,2756,19,19337,9589,14,MIDDLE,Zed,2,8,4,81974,1059,15,14787,8055,13,JUNGLE,Nocturne,5,3,3,185069,10828,19,21124,10690,15,BOTTOM,Caitlyn,4,4,0,93288,2075,6,11924,8878,12
3418738026,JUNGLE,Udyr,7,3,6,173789,7506,13,20440,12526,15,MIDDLE,Orianna,11,10,10,134550,948,12,20782,12711,15,TOP,Sion,7,5,12,117572,7231,16,31557,11631,16,BOTTOM,Rakan,0,2,17,31973,5206,53,14867,7222,13,BOTTOM,Varus,5,5,10,109822,2571,13,13811,10814,14
3091819777,BOTTOM,Lux,5,14,19,115867,1984,78,26122,14941,17,JUNGLE,Illaoi,14,5,15,223373,23969,53,59302,18723,18,JUNGLE,Rammus,4,10,25,126847,13065,25,53875,14096,18,BOTTOM,Sivir,16,6,16,273087,5488,20,28421,20412,18,MIDDLE,Malzahar,9,10,20,299173,2285,46,29495,18181,18
3386568519,BOTTOM,Jhin,4,8,12,147545,4020,14,18858,11732,14,TOP,Shyvana,14,8,13,209611,16747,35,44508,17812,18,BOTTOM,Blitzcrank,5,8,8,33418,2796,50,21625,9040,14,JUNGLE,LeeSin,12,7,13,169988,14305,31,39025,15079,16,MIDDLE,Viktor,14,6,15,159734,5043,16,19798,15246,17
3420159229,MIDDLE,Viktor,6,3,8,239417,739,29,13057,15006,18,BOTTOM,Ashe,14,6,13,235125,3565,32,27509,17578,18,BOTTOM,Lulu,2,7,22,26112,4266,42,16424,10704,16,JUNGLE,Nocturne,11,4,9,256263,20331,15,38514,15638,18,TOP,Mordekaiser,7,0,5,163763,17148,26,32937,13060,18
3425592134,BOTTOM,Senna,2,6,8,37928,2627,9,10856,6813,12,BOTTOM,Jhin,1,4,4,92694,1619,11,10875,7279,11,JUNGLE,Jax,7,6,5,56612,2492,12,17694,9738,12,JUNGLE,Kindred,1,4,6,112105,9426,12,19241,7039,12,MIDDLE,Diana,6,9,4,69750,2838,8,20303,7810,13
3434988012,TOP,Riven,4,1,3,134420,5547,13,16208,10478,15,BOTTOM,Jinx,13,7,7,112902,2905,7,16768,11818,14,BOTTOM,Zyra,3,7,12,40444,998,35,11327,8083,12,MIDDLE,Yasuo,10,3,8,108553,2030,9,12822,11224,14,JUNGLE,Ekko,5,5,6,82427,11308,10,22660,8146,11
3414858276,BOTTOM,Senna,7,10,11,49967,6479,5,18556,10322,13,MIDDLE,Swain,3,5,7,87657,7725,6,20688,10087,15,JUNGLE,JarvanIV,11,11,13,144112,8989,20,32544,13730,15,BOTTOM,Ezreal,5,3,9,113483,1845,27,14510,10697,14,TOP,Ryze,9,9,10,150467,7823,8,34621,13984,15
3431417684,JUNGLE,Khazix,18,7,6,206307,23195,28,43500,17481,18,MIDDLE,Lux,11,8,9,259102,177,19,20698,15838,18,BOTTOM,Leona,7,13,23,52791,2388,81,37203,12037,18,BOTTOM,Ashe,7,14,15,137807,3270,19,29635,14484,17,TOP,Maokai,12,11,13,161166,28953,12,77369,15538,18
3380544827,JUNGLE,Kindred,5,10,8,231939,17389,33,32898,13829,16,BOTTOM,MissFortune,6,16,5,80427,1956,14,27038,11172,13,MIDDLE,Leblanc,6,6,6,85649,2303,25,22770,10763,15,BOTTOM,Lux,2,8,10,91643,1937,48,15734,9959,14,TOP,Garen,5,2,5,166431,3462,18,35852,13298,17
3410210756,BOTTOM,Annie,10,1,19,56957,3610,72,13794,11569,15,BOTTOM,Sivir,12,9,11,213637,3312,12,25145,14873,16,JUNGLE,Rammus,8,3,17,166635,10772,15,28350,13059,17,TOP,Singed,5,10,8,120343,6355,30,33935,10944,16,MIDDLE,Fizz,12,2,6,80901,3502,24,19184,12145,15
3421371863,JUNGLE,Poppy,5,7,8,160660,8669,19,31360,12010,15,TOP,XinZhao,25,7,2,220127,21948,28,46720,19959,18,BOTTOM,Lux,1,12,8,30804,0,29,19055,6525,13,BOTTOM,Jhin,4,9,4,126849,4062,15,19607,10963,14,MIDDLE,Veigar,5,11,8,135471,0,10,23227,10427,15
3425188583,TOP,Sett,7,4,4,75564,1466,20,21624,9202,14,JUNGLE,Olaf,4,5,5,139332,10683,16,26723,9478,13,BOTTOM,Jinx,8,3,4,160103,1463,15,9997,11953,14,MIDDLE,Lux,4,1,10,88017,866,13,9163,9074,14,BOTTOM,Senna,3,0,9,31510,7839,36,9065,8391,12
3327938154,MIDDLE,Syndra,12,5,9,186573,8971,41,26082,15685,17,MIDDLE,Leona,3,8,9,33833,6437,35,31869,9314,14,MIDDLE,Jhin,5,6,10,175560,6493,12,19991,12798,16,JUNGLE,Nunu,2,10,15,174050,22748,31,50055,12032,16,TOP,Garen,6,12,6,97564,5123,4,37284,11499,16
3342062218,MIDDLE,Leona,0,15,15,33608,1315,98,32583,8206,13,MIDDLE,Vayne,5,7,6,143221,3240,26,21427,13328,16,MIDDLE,Mordekaiser,11,9,12,170549,16796,18,45643,15657,17,TOP,Kayle,4,3,9,225250,5962,20,15546,14251,18,JUNGLE,Evelynn,18,8,8,175296,12334,17,32155,15513,16
3313999954,TOP,Nasus,8,3,5,181855,2181,8,27622,13844,16,JUNGLE,Zed,13,8,8,88490,1891,13,20278,12333,14,BOTTOM,Kaisa,7,5,10,94094,2598,12,15369,10917,13,BOTTOM,Morgana,3,4,18,36576,6442,76,14452,8907,13,JUNGLE,Garen,6,7,9,116927,5588,21,27671,11082,14
3417004809,TOP,Vladimir,5,7,8,197084,29668,25,33395,13007,18,BOTTOM,Caitlyn,16,8,11,228331,4625,28,26906,18887,17,MIDDLE,Irelia,4,14,10,157275,4427,29,34832,12882,16,JUNGLE,Khazix,10,6,10,223445,18759,17,38362,16640,18,BOTTOM,Nautilus,5,7,22,89072,2965,67,29424,12898,16
3416981032,JUNGLE,Olaf,3,1,5,153045,15975,17,23901,10057,14,TOP,Morgana,0,2,9,84552,8378,17,18743,7945,14,TOP,Zed,10,7,3,96626,2755,18,15982,11249,15,BOTTOM,Brand,5,4,11,39065,3046,54,12941,9144,12,BOTTOM,Caitlyn,12,4,6,140067,4845,16,13936,13718,13
3417024331,JUNGLE,Kayn,4,12,14,132023,16755,35,41681,11402,16,MIDDLE,Lux,14,7,17,103413,507,46,17220,14176,16,BOTTOM,Caitlyn,20,6,20,275493,7942,25,29930,20648,18,TOP,Jax,4,10,14,84981,3979,18,29639,12010,16,BOTTOM,Zyra,12,5,18,74180,3576,53,20687,13259,16
3431933778,BOTTOM,Senna,3,4,13,26466,7149,35,10101,8019,10,BOTTOM,Ezreal,7,2,10,98454,1425,10,11026,9918,13,MIDDLE,Velkoz,7,2,6,114708,530,10,8379,10272,13,JUNGLE,Evelynn,9,1,8,131073,8104,13,17614,10263,13,TOP,Riven,5,3,4,80743,2578,11,16899,8381,14
3430686106,BOTTOM,Ashe,5,15,11,137747,2421,27,31551,12089,15,TOP,Aatrox,4,7,9,125666,16319,30,40031,13233,16,MIDDLE,Lissandra,14,7,11,236908,7686,21,28613,16580,17,JUNGLE,Graves,12,5,8,261724,8067,36,26252,16696,17,BOTTOM,Alistar,5,11,13,31446,11387,73,33998,9747,15
3409168550,BOTTOM,Veigar,6,8,12,97122,1455,70,18151,11035,14,MIDDLE,Orianna,6,8,18,158248,191,15,18965,13980,16,JUNGLE,Warwick,6,4,19,190375,20764,34,37081,13432,16,BOTTOM,Ezreal,20,5,11,173603,3684,35,21198,16308,16,TOP,Karma,3,3,15,91071,4215,30,17229,10147,15
3408812931,BOTTOM,Heimerdinger,2,7,4,49755,407,53,13856,7829,12,TOP,Sylas,5,8,2,74869,7760,10,28996,8742,12,JUNGLE,RekSai,5,6,5,151807,11451,28,28031,11451,15,MIDDLE,Pantheon,2,4,2,56604,2009,16,13407,7888,13,BOTTOM,Caitlyn,1,7,3,149478,3329,22,17931,9600,13
3409290210,BOTTOM,Soraka,1,8,12,22264,25055,33,19286,6684,12,TOP,Lissandra,3,7,8,110690,1983,14,21885,9219,14,MIDDLE,Zed,11,9,5,114838,1100,16,28334,11928,13,JUNGLE,Zac,5,5,11,146591,33375,17,43386,10244,14,BOTTOM,MissFortune,0,6,7,125607,1990,8,16562,9254,13
3358255040,BOTTOM,Kaisa,4,6,6,181776,1222,17,15016,13603,15,MIDDLE,Syndra,2,8,4,162999,2693,33,19408,10471,15,BOTTOM,Nautilus,1,6,6,53320,613,45,15411,7694,14,JUNGLE,MonkeyKing,5,9,5,142334,7540,17,35458,11348,15,TOP,Garen,4,5,3,154564,2416,9,32569,11610,16
3414503490,BOTTOM,Sona,0,5,4,19591,6031,27,12770,5362,12,MIDDLE,Viktor,3,7,4,80700,1839,21,14166,8602,13,BOTTOM,Vayne,5,3,0,78990,1695,12,10830,9812,13,JUNGLE,Graves,2,5,6,146534,4363,30,18121,9127,13,TOP,Gnar,2,6,3,80215,1206,14,18038,7329,13
3414843808,JUNGLE,Warwick,4,6,4,152389,17713,25,37414,10403,14,BOTTOM,Ziggs,4,10,6,178117,2342,19,19083,11903,15,BOTTOM,Anivia,5,8,3,67554,2689,29,27713,10173,14,MIDDLE,Nocturne,8,9,3,199502,2806,13,26688,15668,17,MIDDLE,Irelia,2,9,9,114503,6263,32,30617,10994,15
3416270672,BOTTOM,Janna,2,4,19,13983,6499,52,10491,7408,12,MIDDLE,Yasuo,10,2,12,164687,3703,18,14573,13713,15,JUNGLE,Morgana,2,4,16,87893,9753,16,19998,8058,12,TOP,Aatrox,2,4,5,64763,4583,16,16647,7683,13,BOTTOM,Kaisa,12,2,5,97205,3078,14,10700,11400,13
3416028470,JUNGLE,Volibear,12,3,12,252401,26438,21,48956,17166,18,MIDDLE,Ashe,10,2,12,220609,4513,20,22544,14832,17,MIDDLE,Akali,7,6,9,107396,9922,21,30284,12041,17,TOP,Yasuo,8,10,14,310102,9338,2,48709,16967,18,BOTTOM,Nautilus,1,4,15,50657,2208,37,30508,9350,16
3419052192,MIDDLE,Fizz,9,1,9,87606,5414,18,15658,11926,15,TOP,DrMundo,9,6,8,122069,8154,24,39608,11669,15,JUNGLE,Kayn,9,5,9,151690,15422,23,32087,12788,14,MIDDLE,Bard,2,3,18,48640,9134,53,13280,8931,14,MIDDLE,Aphelios,7,6,6,153782,3566,20,19284,12683,15
3400121890,MIDDLE,Vladimir,0,2,0,46588,5895,11,8628,6102,12,BOTTOM,Taric,0,1,0,14673,959,35,4055,4151,8,BOTTOM,Qiyana,0,1,0,4036,0,0,1155,3179,3,TOP,Aatrox,3,3,0,66920,4560,8,14611,7350,13,JUNGLE,Kayn,0,3,0,74663,3820,15,13475,5541,10
3404947888,BOTTOM,MissFortune,8,6,18,117717,4409,22,21498,12763,15,BOTTOM,Morgana,10,10,19,52127,7033,44,28505,11750,14,MIDDLE,Vayne,23,6,7,165169,4700,25,26649,18297,17,JUNGLE,Graves,6,8,12,187920,7528,23,25816,13685,16,TOP,Jax,7,7,11,114133,9803,20,27577,12228,16
3299710930,BOTTOM,Lucian,12,5,9,92148,3032,49,17407,12695,14,JUNGLE,MasterYi,6,10,8,154019,9289,18,29273,11408,14,TOP,Riven,4,5,5,134762,2726,15,22526,10887,16,BOTTOM,Swain,7,2,14,62165,8229,48,18751,10644,14,MIDDLE,Talon,9,5,6,133207,5564,29,23150,12161,15
3322313806,TOP,Mordekaiser,16,4,5,158084,11084,7,27954,15899,18,JUNGLE,Shaco,9,6,10,188667,10666,22,34744,14067,18,BOTTOM,Tristana,16,4,7,178676,11767,25,29579,16470,18,BOTTOM,Lulu,2,4,25,24461,4786,62,16987,10764,17,MIDDLE,TwistedFate,6,9,9,136770,6350,18,27604,13422,17
3432035207,JUNGLE,Udyr,4,12,11,199010,13991,21,43117,13314,16,TOP,Quinn,17,10,8,171610,5744,36,33285,16169,18,BOTTOM,Morgana,6,9,15,82868,8235,83,27987,11956,14,MIDDLE,Fizz,6,5,15,119586,6138,28,24321,14507,16,BOTTOM,Ashe,7,14,7,119412,2930,32,25906,12280,15
3327986007,JUNGLE,Khazix,22,10,6,249931,14172,25,54290,20718,18,BOTTOM,Jhin,9,11,14,175575,8847,21,28981,14403,18,TOP,Aatrox,10,11,14,201381,19701,23,57428,17097,18,MIDDLE,Katarina,10,11,11,190474,7017,18,36383,14228,18,BOTTOM,Swain,4,10,20,79318,15415,78,51964,12186,16
3312770838,JUNGLE,Amumu,3,4,14,108994,9328,37,25941,9022,14,MIDDLE,Mordekaiser,10,4,4,71251,6584,5,24155,11312,14,BOTTOM,Jhin,3,11,3,73170,2564,11,19981,6683,12,TOP,Fiora,9,10,4,103605,14059,10,37924,10780,15,JUNGLE,Sona,0,7,12,18832,8823,25,15796,6108,12
3429688866,BOTTOM,Yuumi,2,2,28,19278,19822,12,4270,9669,15,MIDDLE,Lux,12,8,8,170244,1806,18,20748,12826,17,JUNGLE,Warwick,7,3,9,190822,18758,29,35525,12802,16,TOP,Renekton,1,5,8,81526,4658,9,24654,8987,15,BOTTOM,Vayne,20,2,6,242127,7310,18,25504,19070,17
